customer_id,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status
C0355,39,CENTRAL,Consumer,14/09/2024 16:40,49.1,49.2,App,Active
C0356,51,NORTH,Consumer,23/03/2025 22:48,76.2,41.3,Web,Active
C0357,25,Airport,Consumer,24/04/2024 3:04,67,18.7,App,Active
C0358,22,South,Consumer,03/11/2024 16:37,38.7,69.7,Web,Active
C0359,23,Airport,Consumer,15/07/2024 12:16,75.7,87.8,App,Active
C0360,78,West,Consumer,16/08/2024 19:00,47.8,86.7,Phone,Active
C0361,65,SOUTH,Consumer,11/01/2024 17:19,,49.3,Web,Active
C0362,55,Ctr,Consumer,16/04/2025 8:20,48.3,83.4,App,Active
C0363,48,Airport,SME,22/10/2025 7:30,49.4,78.9,Web,Active
C0364,67,Ctr,Consumer,22/06/2025 7:35,70.5,51.8,Partner API,Active
C0365,47,RiverSide,Consumer,09/09/2024 0:26,49.3,58.1,App,Suspended
C0366,70,South,Consumer,22/12/2025 20:19,,51.2,Phone,Dormant
C0367,51,South,SME,26/02/2024 0:12,64.5,62.8,Phone,Active
C0368,23,North,Consumer,25/05/2025 21:41,49.5,92.7,Phone,Active
C0369,42,West,Consumer,06/03/2025 2:16,47.6,40.7,App,Active
C0370,18,EAST,Enterprise,21/08/2024 21:27,64.6,35.6,App,Active
C0371,57,East,Consumer,14/01/2025 7:31,28.5,74.9,App,Active
C0372,34,West,Consumer,04/02/2024 22:21,26.2,59.4,Phone,Active
C0373,34,South,Consumer,06/03/2025 11:43,46.8,22.4,App,Active
C0374,74,North,SME,09/02/2025 6:00,71.1,39.1,App,Active
C0375,30,WEST,Consumer,26/10/2024 23:54,63.9,42.6,App,Active
C0376,40,South,SME,31/05/2025 2:13,61.3,46.8,Phone,Active
C0377,21,West,Consumer,22/05/2025 6:19,57.6,64.5,Phone,Active
C0378,38,RiverSide,Consumer,17/07/2024 7:29,26.2,77.3,App,Active
C0379,22,South,Consumer,14/08/2024 8:48,55.8,55.3,Web,Active
C0380,24,CENTRAL,SME,29/10/2024 3:39,32.6,61.2,Web,Active
C0381,55,Ctr,Consumer,22/05/2025 19:11,74.4,44.3,App,Active
C0382,32,SOUTH,Consumer,16/08/2024 15:26,60.9,77.8,App,Active
C0383,70,WEST,Consumer,12/11/2025 1:38,59.6,84,App,Active
C0384,24,Riverside,Consumer,29/05/2024 12:03,67.4,53.4,Web,Active
C0385,25,EAST,Consumer,06/08/2024 0:38,66.2,44.4,App,Dormant
C0386,24,Central,Consumer,25/05/2024 13:03,64.7,97.8,App,Active
C0387,65,AIRPORT,Consumer,27/12/2025 1:11,66.6,76.1,App,Active
C0388,55,East,Consumer,06/02/2025 14:57,51.6,41.5,App,Active
C0389,70,RiverSide,Consumer,30/12/2025 10:46,39.6,26.3,App,Active
C0390,51,Ctr,Consumer,25/04/2024 2:59,66.5,52.9,App,Active
C0391,64,West,Consumer,18/06/2024 10:12,84.1,81.3,App,Active
C0392,29,CENTRAL,Consumer,08/07/2024 20:59,77.2,48.2,Web,Active
C0393,42,East,Consumer,21/06/2025 23:29,57.6,53.8,App,Active
C0394,66,Central,Consumer,02/02/2024 9:42,70.8,49.2,Web,Active
C0395,76,SOUTH,SME,22/01/2025 11:21,54,70.9,App,Active
C0396,76,RiverSide,Consumer,29/03/2025 5:06,67.2,85,App,Active
C0397,33,WEST,Consumer,03/01/2024 2:17,51.3,34.6,Web,Suspended
C0398,63,South,SME,23/03/2024 11:26,63.2,53.1,App,Active
C0399,61,East,SME,06/05/2024 17:48,93,54.8,Phone,Active
C0400,33,RiverSide,Consumer,31/07/2024 12:22,73.4,46.7,Partner API,Active
C0401,33,Airport,Consumer,12/11/2024 13:05,85,35.8,App,Active
C0402,71,WEST,Consumer,20/02/2024 22:30,48.6,74.2,App,Active
C0403,19,EAST,Consumer,19/07/2024 11:34,50,61.5,Web,Active
C0404,25,East,Consumer,02/04/2025 6:20,,72.3,App,Active
C0405,51,Riverside,Consumer,07/01/2025 23:57,69.9,87.4,App,Active
C0406,75,north,Consumer,30/04/2025 0:40,57.7,51.7,App,Active
C0407,47,RiverSide,Consumer,24/02/2025 7:51,77.2,68.9,App,Active
C0408,44,Airport,Consumer,02/10/2025 12:02,52.2,51,Web,Active
C0409,45,South,Consumer,19/01/2025 1:29,82.8,56.9,Web,Dormant
C0410,65,East,SME,05/03/2024 1:16,76.5,65,App,Active
C0411,64,WEST,Consumer,18/07/2024 23:04,43.1,55.5,Partner API,Active
C0412,70,Airport,Consumer,12/09/2025 10:23,70.3,29.9,App,Active
C0413,32,Riverside,Consumer,05/10/2024 10:39,57.4,87.3,App,Active
C0414,21,Riverside,SME,14/02/2024 8:47,77.3,61.5,Web,Active
C0415,45,South,Consumer,07/12/2025 10:59,52.4,36.9,App,Active
C0416,34,South,Consumer,09/10/2024 9:00,66,16.7,Web,Active
C0417,72,West,Consumer,01/09/2025 20:04,69.7,58.2,App,Dormant
C0418,77,West,Consumer,25/01/2024 7:06,16.9,71.1,Web,Active
C0419,58,CENTRAL,Consumer,01/05/2025 22:29,30.9,77.9,App,Active
C0420,30,North,Enterprise,30/01/2025 8:58,63,79.9,App,Active
C0421,34,CENTRAL,Consumer,16/03/2025 15:08,59,51.4,App,Active
C0422,71,Riverside,Consumer,23/05/2025 5:00,77.3,70.9,Web,Active
C0423,25,RiverSide,Consumer,06/11/2024 22:49,64.6,29.3,App,Active
C0424,66,Riverside,SME,03/06/2024 19:15,40.7,61.6,Partner API,Active
C0425,55,Riverside,Consumer,01/12/2024 10:29,66.3,76.1,App,Dormant
C0426,25,RiverSide,SME,05/01/2025 19:05,49,47.1,App,Dormant
C0427,66,north,SME,08/06/2025 6:25,57.3,55.6,App,Active
C0428,66,Riverside,SME,12/06/2024 7:26,52.9,60.7,App,Active
C0429,31,South,Consumer,07/03/2024 20:02,66.6,61.3,App,Dormant
C0430,29,EAST,Consumer,08/05/2025 17:34,38.3,87,Web,Active
C0431,76,WEST,SME,29/11/2024 5:27,43.1,38.1,Web,Dormant
C0432,36,RiverSide,SME,17/04/2024 2:16,25.4,84.2,Web,Active
C0433,27,Ctr,Enterprise,01/10/2025 2:13,95.3,34.9,Phone,Active
C0434,62,EAST,Consumer,08/04/2024 13:31,45,46,Web,Active
C0435,27,East,Consumer,27/12/2025 14:11,47.2,43.9,App,Active
C0436,20,Riverside,SME,27/08/2024 4:26,42.5,57,App,Active
C0437,51,Airport,Consumer,16/04/2025 19:57,50.7,49.3,App,Active
C0438,22,North,Consumer,21/11/2025 7:47,54,67.9,App,Active
C0439,20,South,Consumer,05/07/2025 21:48,70.8,58.9,App,Active
C0440,48,East,Consumer,04/05/2024 9:18,63.8,100,App,Active
C0441,42,SOUTH,Consumer,13/10/2024 18:17,66.3,66,Phone,Active
C0442,23,WEST,Consumer,16/01/2025 8:47,51.5,53.9,App,Active
C0443,20,SOUTH,Consumer,23/09/2024 6:28,59.8,65.8,,Active
C0444,67,Ctr,Consumer,10/09/2024 5:15,80.5,70.1,Web,Active
C0445,26,Riverside,SME,29/08/2024 4:18,60.6,55.1,App,Active
C0446,20,AIRPORT,SME,15/08/2025 6:20,65.9,37.5,Partner API,Dormant
C0447,42,north,Consumer,07/03/2024 12:16,28.5,43.4,App,Active
C0448,42,South,Consumer,08/09/2024 16:33,69.3,62.1,App,Active
C0449,67,EAST,Enterprise,24/08/2024 20:51,65.1,74.6,App,Active
C0450,64,CENTRAL,Consumer,12/04/2024 20:29,81.6,67.9,,Active
C0451,56,EAST,Consumer,07/02/2024 3:00,17,57.1,Web,Active
C0452,70,SOUTH,Consumer,01/05/2025 7:53,61.4,69.4,App,Active
C0453,76,East,Consumer,04/04/2025 11:02,58.9,49.3,Phone,Dormant
C0454,28,South,Consumer,27/10/2024 7:07,62.2,63.6,App,Active
C0455,43,Airport,Consumer,21/02/2024 6:38,50.8,85.7,Phone,Active
C0456,25,CENTRAL,SME,20/08/2025 6:59,64.2,79.9,Phone,Active
C0457,41,East,Consumer,17/03/2024 11:32,72,84.5,App,Active
C0458,37,Ctr,Enterprise,01/07/2024 14:38,61.5,51.7,App,Active
C0459,20,WEST,Consumer,23/09/2024 21:00,56.1,62.6,App,Dormant
C0460,27,WEST,Consumer,18/04/2024 20:38,57.3,39.5,Web,Active
C0461,55,EAST,Consumer,27/12/2025 19:22,54.5,76.2,App,Active
C0462,61,WEST,Enterprise,10/08/2024 1:23,61.4,50.6,Partner API,Active
C0463,39,RiverSide,Consumer,14/12/2024 4:02,49.2,33.6,App,Dormant
C0464,71,AIRPORT,Enterprise,27/07/2024 8:02,28.8,49.2,Phone,Dormant
C0465,65,AIRPORT,Consumer,05/09/2025 23:41,82.4,63.5,App,Active
C0466,26,NORTH,Consumer,27/07/2024 0:52,32.5,16.7,App,Active
C0467,49,West,Enterprise,01/12/2024 13:43,58.7,31.7,Web,Active
C0468,45,EAST,Consumer,15/01/2025 5:39,39.7,77.4,Web,Dormant
C0469,20,north,Consumer,15/11/2024 2:13,,60.5,App,Active
C0470,39,East,SME,02/02/2024 15:35,45.1,57.8,App,Active
C0471,42,North,Consumer,10/05/2025 2:26,59.9,28,App,Dormant
C0472,21,SOUTH,SME,13/04/2024 12:42,47.1,88.8,App,Dormant
C0473,72,AIRPORT,Consumer,17/07/2025 4:40,39.8,78.2,Web,Active
C0474,40,Central,Consumer,30/06/2025 2:41,65.5,72,App,Active
C0475,47,CENTRAL,Consumer,16/06/2024 12:44,81.9,37.5,App,Active
C0476,59,NORTH,Consumer,04/10/2024 13:18,66,69.6,App,Active
C0477,53,SOUTH,SME,14/11/2025 9:26,62.2,80.4,Partner API,Active
C0478,43,north,Consumer,22/02/2024 9:47,43.6,52.4,App,Active
C0479,48,North,Enterprise,03/08/2025 11:26,59.1,53.9,App,Active
C0480,26,NORTH,Enterprise,02/03/2025 0:55,67.6,49.6,App,Dormant
C0481,40,RiverSide,Consumer,07/01/2025 20:12,50,70,,Active
C0482,73,Riverside,Enterprise,04/02/2025 23:25,74.8,54.1,Web,Active
C0483,24,SOUTH,Enterprise,27/07/2024 0:27,59.7,52.6,App,Active
C0484,23,SOUTH,Consumer,09/06/2024 13:07,66,31,Web,Active
C0485,41,RiverSide,SME,02/04/2024 12:36,52.4,27,App,Active
C0486,50,WEST,Enterprise,08/01/2025 14:49,52.5,76.4,App,Active
C0487,61,East,SME,15/06/2024 4:00,63.9,88.5,Web,Active
C0488,63,West,Consumer,22/02/2024 17:09,66.5,75,Web,Active
C0489,49,SOUTH,Consumer,18/10/2025 12:05,65.9,85.5,App,Active
C0490,78,Central,Consumer,09/08/2025 19:59,44,48.3,Web,Active
C0491,60,Ctr,Consumer,14/01/2025 23:32,48.6,57.6,Web,Active
C0492,22,West,Consumer,24/06/2024 4:22,60,65.6,Phone,Active
C0493,76,AIRPORT,Consumer,17/10/2024 5:33,30.6,55.4,Web,Active
C0494,34,north,Consumer,24/06/2024 2:06,77,90.3,Phone,Active
C0495,20,Ctr,Consumer,27/01/2025 15:48,65.3,33.3,App,Dormant
C0496,23,RiverSide,Consumer,21/07/2024 9:08,60.9,47.6,App,Active
C0497,65,NORTH,Consumer,14/02/2024 15:20,48.8,51.9,App,Active
C0498,73,West,Enterprise,24/02/2024 19:59,73.4,45.1,App,Active
C0499,40,Ctr,Consumer,13/10/2025 12:05,55.9,74.5,App,Active
C0500,47,EAST,Consumer,30/12/2025 19:44,90.6,20.6,App,Active
C0501,42,RiverSide,SME,13/06/2024 20:50,66.5,80.1,App,Active
C0502,38,West,SME,15/08/2024 19:25,36.3,75.7,App,Active
C0503,38,West,Consumer,21/09/2025 6:53,71.8,64.5,App,Active
C0504,66,RiverSide,Consumer,29/04/2025 5:36,51.7,85.1,App,Active
C0505,36,north,Consumer,11/08/2024 1:25,51.9,100,Phone,Active
C0506,19,Airport,Enterprise,14/06/2025 5:24,56.3,62,App,Active
C0507,32,north,Consumer,02/01/2025 3:09,58.1,72.4,App,Active
C0508,76,EAST,Consumer,09/09/2024 23:52,64.2,66,App,Active
C0509,77,WEST,Consumer,16/07/2024 1:56,,68.5,Web,Dormant
C0510,42,West,Consumer,29/07/2025 21:02,67.4,49,App,Active
C0511,23,NORTH,Consumer,14/11/2025 10:07,48.5,45,App,Active
C0512,59,East,Consumer,03/02/2025 19:29,38.5,70.2,Web,Active
C0513,50,EAST,Consumer,17/07/2025 20:49,47.2,48.8,App,Active
C0514,22,RiverSide,Consumer,09/11/2024 20:26,65.9,76.4,App,Active
C0515,38,Riverside,Consumer,11/11/2024 18:15,74,73.9,Phone,Active
C0516,49,Ctr,Consumer,11/03/2025 12:42,88.9,50.3,Web,Active
C0517,66,RiverSide,Consumer,11/01/2025 14:32,38.5,65.7,App,Active
C0518,62,Airport,Consumer,24/03/2025 5:01,61.4,60.3,App,Active
C0519,64,East,Enterprise,04/01/2024 19:31,56.4,56.2,Phone,Active
C0520,50,NORTH,Consumer,21/04/2025 7:28,53.6,80.4,Partner API,Active
C0521,47,Ctr,Consumer,25/09/2025 14:53,62.3,59.6,Phone,Active
C0522,28,EAST,Consumer,02/07/2024 15:25,56.1,63.3,App,Suspended
C0523,77,north,Consumer,19/04/2024 2:08,55.8,22,Web,Active
C0524,67,RiverSide,Consumer,02/01/2025 13:23,49.7,70.2,Phone,Active
C0525,68,RiverSide,Consumer,03/04/2024 14:32,66.4,31.6,App,Active
C0526,70,West,Consumer,06/06/2025 21:02,76.9,51.6,Partner API,Active
C0527,73,Central,Consumer,11/02/2024 20:08,86.2,89.5,Web,Active
C0528,45,Central,Consumer,25/03/2024 23:20,51.6,92.8,App,Active
C0529,41,Riverside,SME,07/06/2025 2:03,43.2,51.5,App,Active
C0530,28,West,SME,31/05/2025 12:41,55.9,35.1,Partner API,Active
C0531,74,Central,SME,19/05/2024 0:54,46.7,66.5,Partner API,Dormant
C0532,73,SOUTH,Consumer,08/03/2024 19:46,76.5,51.4,Phone,Active
C0533,35,SOUTH,Consumer,10/12/2025 3:12,46.9,65.4,App,Active
C0534,58,WEST,Consumer,14/05/2024 15:18,61.2,33.4,App,Active
C0535,39,SOUTH,Consumer,18/06/2024 21:50,38.6,80.2,Web,Active
C0536,56,north,Consumer,14/08/2024 2:53,54.5,88.4,App,Active
C0537,26,East,Consumer,25/12/2024 19:48,63.1,31.5,Phone,Dormant
C0538,28,Central,Enterprise,15/09/2024 5:20,84.5,44.3,App,Dormant
C0539,21,South,Consumer,20/09/2025 8:57,49,45.8,Web,Dormant
C0540,75,AIRPORT,Consumer,12/04/2025 4:16,66,72.9,Web,Active
C0541,48,CENTRAL,Consumer,29/05/2025 15:13,26.8,21.6,App,Active
C0542,73,Central,Consumer,29/08/2025 8:39,40.7,62.9,Phone,Active
C0543,20,RiverSide,Consumer,02/06/2025 7:20,47,54.7,App,Dormant
C0544,72,north,Consumer,16/01/2025 1:12,52.1,44,App,Active
C0545,18,SOUTH,Consumer,05/07/2024 12:10,66.9,72.4,App,Active
C0546,67,Riverside,Consumer,13/10/2025 8:43,70.1,22,Web,Active
C0547,55,Riverside,SME,01/12/2024 12:10,34.3,33,Web,Active
C0548,56,NORTH,Enterprise,27/09/2024 3:49,68.5,44.1,App,Active
C0549,54,Airport,Consumer,27/06/2025 1:40,42.2,72.5,App,Active
C0550,39,NORTH,Consumer,03/01/2025 14:35,89.4,52.4,App,Active
C0551,51,NORTH,SME,17/06/2025 18:44,65,43.3,App,Active
C0552,41,north,Consumer,17/04/2024 8:34,62.4,68.2,App,Active
C0553,23,South,Consumer,06/10/2025 12:47,57.2,49.9,App,Active
C0554,37,East,Consumer,15/01/2025 8:24,59.5,46.8,App,Active
C0555,58,Riverside,Consumer,12/01/2025 18:09,60,53.3,Partner API,Active
C0556,20,East,Consumer,03/01/2025 10:48,48.9,65.5,Web,Dormant
C0557,44,north,SME,24/03/2024 14:14,71.9,100,App,Active
C0558,23,SOUTH,Consumer,29/06/2024 19:47,64.3,38.5,Phone,Active
C0559,72,north,Consumer,19/02/2024 9:52,72,64.4,Partner API,Active
C0560,29,north,SME,12/06/2025 8:19,59,56.2,Web,Active
C0561,65,East,Consumer,16/10/2025 18:59,70.9,54.3,App,Active
C0562,56,WEST,Consumer,10/11/2025 10:46,47.9,88,Phone,Active
C0563,51,SOUTH,Consumer,02/01/2024 23:02,99,73.9,Phone,Dormant
C0564,64,EAST,Consumer,14/08/2024 4:18,48.6,72,Web,Active
C0565,38,North,SME,22/09/2025 20:27,52.8,50.7,App,Dormant
C0566,21,CENTRAL,Consumer,03/03/2025 16:23,75.4,43.2,App,Active
C0567,74,East,Consumer,18/02/2024 4:31,79.7,64.9,App,Active
C0568,22,SOUTH,Consumer,20/08/2024 19:41,47.2,53.9,App,Active
C0569,24,West,Consumer,16/02/2024 0:03,33.4,48.5,App,Active
C0570,41,SOUTH,Enterprise,03/01/2024 18:22,37.6,72.1,App,Active
C0571,33,South,Consumer,07/11/2024 3:33,44.1,36.5,Phone,Active
C0572,66,North,Enterprise,31/12/2024 17:14,47.4,45.6,App,Active
C0573,47,AIRPORT,SME,27/02/2025 18:19,57.3,74.4,App,Active
C0574,54,South,SME,26/08/2025 4:13,76.4,57.9,App,Active
C0575,25,Riverside,Consumer,10/01/2025 19:53,77.2,72.1,Web,Active
C0576,65,East,SME,01/05/2025 5:08,50.2,43.3,App,Dormant
C0577,56,North,Consumer,15/01/2024 7:45,68.6,72.9,App,Active
C0578,63,Ctr,SME,01/06/2024 14:06,74.1,46,App,Active
C0579,61,CENTRAL,Consumer,06/03/2024 20:09,82.4,85.3,App,Active
C0580,24,RiverSide,Consumer,12/11/2025 8:25,57.4,74.6,Phone,Active
C0581,78,NORTH,Consumer,27/09/2024 0:03,48.1,68.4,App,Dormant
C0582,29,Airport,Consumer,22/10/2025 17:57,71.9,88.7,Phone,Active
C0583,23,AIRPORT,Consumer,24/12/2024 19:41,84.2,66.2,App,Dormant
C0584,66,East,Consumer,15/08/2025 14:38,51.5,47.6,Partner API,Active
C0585,42,West,Consumer,14/06/2025 23:31,91.1,89.1,App,Active
C0586,47,CENTRAL,Consumer,11/09/2024 5:57,87.4,66.2,App,Active
C0587,28,SOUTH,Consumer,01/01/2024 1:03,55.7,82.8,App,Active
C0588,47,Riverside,SME,28/06/2025 0:25,34.8,62.6,Web,Active
C0589,69,Ctr,Consumer,09/07/2024 7:10,50.4,81.8,App,Dormant
C0590,68,Airport,SME,29/02/2024 3:00,54.3,43.3,App,Active
C0591,60,WEST,Enterprise,19/09/2025 17:42,,35.8,App,Active
C0592,54,West,Consumer,20/07/2024 4:26,33.2,33.1,App,Active
C0593,67,SOUTH,SME,23/07/2024 16:38,98.8,74.2,Phone,Active
C0594,70,East,Consumer,20/10/2025 16:41,97.4,22.5,Web,Active
C0595,72,CENTRAL,Consumer,18/10/2025 13:52,48.3,26,Phone,Active
C0596,43,Riverside,Consumer,19/09/2025 5:32,30.1,32.9,Partner API,Dormant
C0597,74,north,Consumer,12/11/2024 2:19,57.2,64.3,Phone,Active
C0598,28,North,Consumer,02/10/2025 1:56,66.7,68.2,App,Active
C0599,40,North,Consumer,04/05/2025 22:34,81.4,44.4,App,Active
C0600,34,East,Consumer,07/01/2024 12:54,71.3,74.8,App,Active
C0601,34,AIRPORT,Consumer,23/03/2025 23:58,56.7,66,Phone,Active
C0602,52,SOUTH,SME,21/04/2025 2:47,28.4,82.9,App,Active
C0603,34,West,Enterprise,02/11/2025 14:11,68.1,77.9,Web,Active
C0604,30,West,Consumer,19/08/2024 3:16,73.4,46.9,App,Active
C0605,21,Airport,Consumer,25/08/2024 20:02,54.9,63.8,App,Active
C0606,68,SOUTH,Consumer,06/05/2024 10:57,64.3,56.9,App,Active
C0607,44,north,Consumer,12/12/2025 8:45,63.1,68.8,App,Active
C0608,46,WEST,SME,23/02/2024 8:40,56,63.9,Phone,Active
C0609,70,East,Consumer,21/07/2025 21:27,41.4,60.5,Phone,Active
C0610,55,South,Consumer,03/12/2025 16:16,65.3,73.5,App,Active
C0611,43,Airport,Consumer,29/10/2024 20:59,37.2,61.2,Partner API,Active
C0612,53,CENTRAL,Consumer,10/08/2024 2:56,82.3,74,App,Active
C0613,40,North,Consumer,03/06/2025 0:10,45.5,60.7,App,Suspended
C0614,26,West,SME,23/09/2024 7:53,,57.1,App,Active
C0615,19,AIRPORT,Consumer,26/07/2024 5:47,48.2,77.6,App,Active
C0616,49,RiverSide,Consumer,30/11/2024 6:56,65.9,78.2,Phone,Active
C0617,59,north,Enterprise,02/02/2025 10:38,56.5,83.6,App,Active
C0618,64,Airport,Consumer,01/09/2024 12:58,68.4,72.1,Phone,Active
C0619,48,NORTH,Consumer,07/10/2025 22:42,47.2,56.1,App,Active
C0620,46,CENTRAL,Consumer,03/07/2025 15:30,33.7,63.7,Phone,Active
C0621,78,CENTRAL,Consumer,27/06/2025 22:00,55.3,63.1,App,Active
C0622,22,RiverSide,Consumer,28/01/2024 13:46,54.2,26.8,Phone,Dormant
C0623,53,CENTRAL,SME,27/08/2024 18:56,35.8,38.8,Phone,Active
C0624,74,North,Consumer,11/11/2024 6:25,48.8,89,Web,Active
C0625,66,CENTRAL,Consumer,29/09/2025 18:04,33,59,Phone,Active
C0626,45,SOUTH,Consumer,01/08/2025 5:09,61.6,6,Phone,Active
C0627,54,AIRPORT,Consumer,03/02/2024 0:07,53.8,57.9,Phone,Active
C0628,75,North,Consumer,19/04/2024 19:59,60,63.2,Web,Dormant
C0629,67,EAST,SME,14/06/2024 11:09,99,36.8,Partner API,Active
C0630,57,Central,Enterprise,18/12/2025 0:01,62.3,100,Web,Active
C0631,44,North,Consumer,12/02/2024 4:44,65.8,81.4,Web,Active
C0632,27,Ctr,Consumer,20/10/2025 20:02,69.8,75.5,App,Active
C0633,44,Central,Consumer,14/12/2025 2:47,57.6,56.5,Partner API,Active
C0634,47,CENTRAL,Consumer,17/02/2024 2:54,50.3,69.2,App,Active
C0635,68,Riverside,Enterprise,27/08/2025 11:12,73.9,76.1,Web,Active
C0636,60,East,Consumer,30/06/2025 21:04,76.3,69.1,App,Suspended
C0637,70,North,SME,29/12/2025 12:06,13.1,47.4,Web,Active
C0638,37,South,SME,09/09/2024 6:13,57.2,63.6,App,Active
C0639,22,East,Consumer,24/04/2024 1:02,54.4,62.5,App,Active
C0640,55,north,SME,11/10/2025 2:52,50.8,65.6,Web,Dormant
C0641,46,CENTRAL,Consumer,08/10/2025 20:18,79.7,40.3,App,Active
C0642,59,north,SME,03/05/2025 3:08,51.2,65,Web,Active
C0643,33,North,Consumer,10/04/2024 20:13,73.6,60,Web,Active
C0644,46,RiverSide,Consumer,28/10/2024 10:21,51.1,64.4,App,Active
C0645,33,Airport,SME,09/03/2025 8:01,53.2,63.7,Web,Active
C0646,64,SOUTH,SME,25/12/2024 8:59,71.4,32.6,App,Active
C0647,42,East,Consumer,16/10/2024 1:45,,76.1,App,Active
C0648,47,Airport,Consumer,11/01/2025 10:49,57.2,74,App,Active
C0649,75,CENTRAL,Enterprise,08/09/2025 16:30,42.1,34.4,App,Active
C0650,19,SOUTH,Consumer,21/10/2024 19:47,45.6,58,App,Dormant
