delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost
DL00248,O00799,D099,V047,H02,22/08/2025 18:02,33:16.7,OnTime,7.06,1,0,5,13.65
DL00249,O00770,D139,V107,H06,20/07/2024 9:45,43:30.4,Delayed,15.28,0,1,3.02,15.91
DL00250,O00977,D092,V067,H03,27/08/2024 17:43,38:27.8,OnTime,6.39,0,0,4.03,7.45
DL00251,O00122,D005,V030,H06,10/02/2024 16:00,46:03.6,Failed,14.27,0,0,3.89,16.33
DL00252,O00713,D109,V001,H05,10/07/2024 1:06,10:04.5,OnTime,11.34,0,0,4.06,10.82
DL00253,O00325,D126,V033,H08,30/09/2024 5:43,09:22.6,OnTime,5.12,1,0,4.24,9.16
DL00254,O00933,D053,V084,H05,29/12/2024 13:26,18:06.9,OnTime,11.34,1,0,4.09,12.33
DL00255,O00908,D154,V032,H06,02/07/2025 2:14,52:13.9,Delayed,28.05,3,0,3.35,18.76
DL00256,O00389,D105,V088,H01,22/01/2025 12:35,44:37.4,Delayed,8.17,1,0,3.16,14.91
DL00257,O00103,D034,V038,H02,26/01/2024 14:25,53:16.8,Delayed,15.88,1,0,3.54,14.05
DL00258,O01230,D003,V093,H02,26/05/2024 21:11,52:09.7,Delayed,15.09,2,0,3.74,8.22
DL00259,O00266,D120,V096,H06,04/10/2024 19:45,21:38.3,Delayed,16.86,1,0,1,19.95
DL00260,O00152,D001,V114,H04,03/09/2024 19:25,41:43.9,OnTime,21.6,0,0,3.32,17.16
DL00261,O00445,D051,V079,H02,19/04/2025 1:20,53:50.9,Failed,10.73,1,1,3.18,9.58
DL00262,O00762,D134,V038,H08,09/04/2025 22:31,27:49.9,OnTime,5.51,0,0,4.14,10.11
DL00263,O01006,D048,V098,H01,29/12/2025 14:58,56:17.2,Delayed,15.66,1,0,2.55,9.31
DL00264,O00802,D073,V067,H08,14/02/2024 7:30,17:05.7,OnTime,11.61,0,0,4.33,11.38
DL00265,O00253,D119,V054,H03,28/06/2024 11:02,40:12.1,OnTime,14.43,0,0,4.54,15.01
DL00266,O01041,D154,V058,H06,03/07/2024 16:53,,OnTime,9.09,0,0,4.73,15.87
DL00267,O00665,D090,V015,H08,17/02/2024 14:27,12:15.5,OnTime,7.98,1,0,4.96,8.83
DL00268,O00030,D008,V056,H02,05/10/2025 3:47,,OnTime,8.7,1,0,3.88,15.46
DL00269,O00131,D085,V052,H06,29/06/2024 23:38,09:10.3,Delayed,16.05,1,0,1.96,13.91
DL00270,O00764,D104,V023,H08,14/07/2024 11:50,05:57.4,Failed,5.37,1,0,4.29,12.93
DL00271,O00193,D036,V017,H06,22/01/2024 16:51,31:56.6,Delayed,9.24,2,0,4.25,2.78
DL00272,O00494,D132,V028,H05,02/09/2025 15:53,52:14.9,OnTime,21.67,1,0,4.27,20.58
DL00273,O00492,D071,V049,H01,16/10/2025 3:34,45:29.9,OnTime,9.75,0,0,2.95,14.1
DL00274,O01198,D080,V080,H02,13/01/2025 5:25,53:29.2,OnTime,9.06,0,0,4.14,6.22
DL00275,O00697,D002,V012,H07,09/02/2025 18:46,36:15.0,OnTime,1.96,0,0,4.25,8.32
DL00276,O00531,D119,V014,H02,26/04/2025 10:59,38:51.2,OnTime,30.310000000000002,2,0,4.17,18.74
DL00277,O00942,D104,V117,H04,09/01/2025 9:51,32:27.5,OnTime,7.7,2,0,4.03,12.17
DL00278,O00203,D135,V070,H07,05/07/2024 21:38,21:54.4,Failed,3.93,2,0,3.49,3.82
DL00279,O00201,D032,V111,H01,13/05/2025 17:15,41:51.5,OnTime,11.65,2,0,4.15,8.01
DL00280,O00535,D037,V010,H03,18/12/2024 8:55,,OnTime,13.44,1,0,4.63,15.09
DL00281,O00801,D123,V046,H02,29/03/2024 16:47,57:12.2,OnTime,24.03,1,0,4.79,22.2
DL00282,O01232,D045,V114,H03,18/01/2024 22:52,56:30.0,OnTime,14.86,1,0,3.5,16.26
DL00283,O01212,D142,V068,H08,01/08/2024 12:31,,OnTime,18.32,2,0,3.76,18.79
DL00284,O00999,D089,V075,H03,30/06/2024 12:34,34:00.6,OnTime,2.53,0,0,3.73,4.03
DL00285,O00442,D001,V097,H07,22/06/2025 14:54,41:05.9,OnTime,9.22,0,0,4.95,8.62
DL00286,O00059,D038,V047,H05,20/11/2025 19:24,,Delayed,13.74,0,1,3.32,7.06
DL00287,O00352,D138,V099,H01,19/05/2024 17:01,25:24.5,OnTime,36.08,2,0,4.24,24.5
DL00288,O00636,D004,V064,H03,20/06/2024 10:05,12:47.4,Delayed,14.61,0,0,1,15.39
DL00289,O00233,D027,V095,H01,24/12/2024 20:17,09:00.0,OnTime,13.45,3,0,4.34,9.29
DL00290,O00524,D035,V083,H03,20/06/2025 16:54,14:45.5,OnTime,30.93,0,0,5,19.1
DL00291,O00485,D100,V068,H04,27/11/2024 2:51,40:02.4,OnTime,17.86,1,0,3.97,19.28
DL00292,O00811,D149,V103,H01,09/05/2024 8:13,59:25.4,OnTime,15.21,1,0,4.41,18.9
DL00293,O00888,D098,V104,H07,13/06/2024 7:40,45:19.3,OnTime,16.53,1,0,3.97,12.62
DL00294,O00443,D093,V100,H08,20/10/2025 2:48,47:02.9,OnTime,12.21,0,0,4.39,15.82
DL00295,O01101,D131,V087,H07,14/01/2024 9:50,16:20.1,OnTime,20.39,2,0,5,18.38
DL00296,O01064,D062,V044,H03,22/12/2025 19:59,18:27.4,Delayed,16.44,2,0,4.7,11.33
DL00297,O01109,D107,V018,H01,08/12/2025 15:52,,OnTime,33.69,1,0,3.55,22.27
DL00298,O01051,D111,V109,H05,06/06/2025 7:00,06:57.4,Delayed,11.95,0,0,3.03,8.36
DL00299,O01061,D121,V088,H07,29/04/2024 22:39,45:53.5,OnTime,15.83,3,0,4.49,12.5
DL00300,O00222,D039,V056,H05,25/09/2024 13:54,33:57.0,OnTime,10.01,1,0,3.41,14.32
DL00301,O01152,D165,V009,H04,13/03/2025 0:37,37:06.6,OnTime,9.27,0,0,5,9.21
DL00302,O01208,D117,V008,H06,18/04/2024 21:38,44:14.8,OnTime,14.89,0,0,3.6,10.25
DL00303,O00813,D143,V005,H06,14/10/2025 0:12,00:10.6,OnTime,10.29,1,0,5,18.54
DL00304,O00433,D036,V024,H08,29/10/2024 16:23,42:08.7,Failed,11.81,0,1,2.83,10.31
DL00305,O00584,D028,V045,H06,06/07/2024 1:06,24:49.4,OnTime,27.25,0,0,3.81,15.04
DL00306,O01168,D136,V099,H07,15/12/2024 22:14,57:18.3,Delayed,34.53,4,1,2.96,19.47
DL00307,O00699,D089,V021,H03,22/09/2024 15:57,06:05.3,OnTime,11.84,1,0,3.9,12.44
DL00308,O00495,D146,V046,H01,16/01/2024 1:13,46:08.8,OnTime,8.6,0,0,3.55,10.89
DL00309,O00783,D164,V089,H02,28/06/2024 23:56,09:24.1,OnTime,10.02,0,0,3.2,6.99
DL00310,O00285,D149,V077,H08,05/01/2025 13:48,27:35.6,OnTime,9.55,2,0,4.67,12.27
DL00311,O00797,D086,V077,H05,23/03/2025 4:36,18:19.6,OnTime,8.21,2,0,5,10.01
DL00312,O00204,D142,V043,H03,22/10/2025 23:06,41:31.2,Failed,31.38,0,0,4.79,14.35
DL00313,O00601,D136,V005,H08,23/05/2025 4:56,22:17.6,OnTime,17.43,2,0,3.9,12.77
DL00314,O00499,D078,V092,H08,11/06/2024 7:00,11:44.0,OnTime,5.63,2,0,4.16,6.47
DL00315,O01107,D082,V041,H04,25/01/2024 8:28,41:51.3,Delayed,37.41,2,0,4.22,17.73
DL00316,O00081,D108,V095,H08,17/04/2025 15:01,30:05.8,Failed,7.85,1,0,4.11,9.08
DL00317,O00711,D105,V106,H06,15/12/2024 15:16,55:42.1,OnTime,13.76,1,0,4.67,13.99
DL00318,O00281,D054,V041,H03,03/12/2024 7:14,03:19.8,OnTime,26.529999999999998,3,0,4.48,16.02
DL00319,O00937,D153,V103,H04,24/04/2024 8:08,22:25.6,Failed,1.2,0,0,2.72,10.96
DL00320,O01030,D059,V006,H08,29/08/2025 10:29,24:55.2,OnTime,5.12,1,0,5,10.77
DL00321,O00438,D119,V052,H03,29/12/2025 18:51,33:53.3,OnTime,8.71,3,0,4.26,14.34
DL00322,O01025,D023,V030,H04,29/04/2024 16:53,03:31.4,Delayed,11.02,1,0,5,13.23
DL00323,O00666,D011,V107,H04,26/08/2025 20:36,37:46.2,OnTime,24.58,3,0,4.21,18.25
DL00324,O00455,D042,V059,H07,14/08/2024 4:59,11:51.3,Failed,21.07,1,0,3.21,12.52
DL00325,O00582,D108,V001,H08,06/11/2024 12:05,51:52.1,OnTime,14.87,0,0,5,14
DL00326,O00500,D137,V103,H07,30/07/2024 17:04,16:59.3,OnTime,17.24,0,0,4.02,17.18
DL00327,O00418,D102,V023,H04,07/11/2025 7:55,57:47.4,OnTime,9.17,0,0,4.78,9.88
DL00328,O00060,D009,V072,H02,10/05/2024 18:12,00:21.0,OnTime,4.02,1,0,3.26,8.95
DL00329,O00805,D100,V047,H08,01/10/2025 20:47,37:09.4,OnTime,1.62,0,0,4.03,11.74
DL00330,O00246,D049,V026,H04,14/12/2024 3:40,45:40.1,Failed,15.83,1,0,2.59,16.95
DL00331,O01059,D005,V036,H07,23/11/2025 22:50,57:11.0,OnTime,12.94,2,0,3.72,15.48
DL00332,O00949,D121,V088,H06,15/04/2025 19:23,34:29.2,Delayed,5.96,1,0,3.42,9.99
DL00333,O00930,D119,V063,H06,20/08/2025 8:58,13:51.0,Delayed,21.85,0,0,1.76,16.51
DL00334,O00925,D018,V093,H03,15/11/2024 22:49,18:42.0,Failed,17.65,0,1,3.01,12.27
DL00335,O00347,D082,V069,H05,01/09/2025 8:39,54:33.0,OnTime,12.56,0,0,4.4,15.64
DL00336,O00891,D076,V071,H03,21/02/2025 18:25,,OnTime,6.82,1,0,3.73,6
DL00337,O00659,D116,V100,H06,14/11/2024 19:53,59:09.8,OnTime,23.37,1,0,4.48,14.95
DL00338,O00331,D085,V053,H05,23/02/2024 9:42,36:51.8,OnTime,12.27,2,0,4.32,14.93
DL00339,O00593,D073,V111,H04,22/06/2025 11:57,52:49.8,Delayed,4.33,0,0,1.57,12.76
DL00340,O00435,D086,V024,H05,19/09/2024 13:43,58:25.7,OnTime,22.6,0,0,3.8,20.75
DL00341,O01203,D050,V037,H07,13/11/2024 21:57,39:10.6,OnTime,2.78,0,0,3.72,12.39
DL00342,O00123,D028,V090,H08,14/07/2024 7:47,17:08.9,Failed,6.8,0,0,2.47,8.94
DL00343,O00505,D015,V012,H04,29/03/2025 21:38,54:47.4,OnTime,34.31,1,0,2.98,15.09
DL00344,O00238,D164,V081,H02,28/08/2024 12:22,44:24.2,OnTime,11.63,0,0,5,11.55
DL00345,O01175,D036,V007,H06,04/11/2024 13:11,,OnTime,8.75,1,0,4.22,2.72
DL00346,O00614,D097,V060,H03,06/02/2025 0:08,06:08.6,OnTime,15.26,1,0,3.93,14.52
DL00347,O00343,D026,V030,H03,09/12/2024 2:01,31:00.2,Delayed,15.62,0,1,3.94,18
DL00348,O00754,D098,V062,H01,07/10/2024 23:24,07:55.6,Delayed,2.21,4,0,2.89,13.34
DL00349,O00231,D016,V042,H07,16/12/2024 2:23,57:31.8,Delayed,15.82,0,0,2.75,11.11
DL00350,O01209,D019,V017,H06,14/06/2025 3:56,51:38.9,Failed,13.23,1,0,3.05,11.77
DL00351,O00069,D142,V050,H07,19/05/2024 21:58,27:10.0,OnTime,33.129999999999995,0,0,4.53,22.56
DL00352,O00989,D133,V112,H05,08/03/2024 14:47,10:35.3,Failed,9.57,0,0,2.25,15.47
DL00353,O00159,D018,V014,H03,14/09/2024 23:08,25:14.9,OnTime,4.49,0,0,3.9,6.4
DL00354,O00776,D014,V034,H04,03/03/2025 1:09,31:01.2,OnTime,10.43,0,0,4.54,9.64
DL00355,O00561,D162,V106,H07,02/06/2025 10:12,34:59.8,Delayed,7.43,1,0,3.96,12.85
DL00356,O01181,D031,V118,H04,24/02/2024 1:34,12:32.3,OnTime,13.12,0,0,4.84,6.12
DL00357,O00235,D134,V030,H08,22/12/2025 12:39,10:03.1,Delayed,14.75,1,0,3.27,7.91
DL00358,O00497,D022,V005,H02,22/11/2025 1:45,04:47.3,Delayed,19.28,1,0,3.57,14.5
DL00359,O00654,D068,V057,H01,18/06/2025 22:44,19:56.1,Delayed,18.71,1,1,2.94,15.84
DL00360,O00595,D100,V062,H02,05/03/2024 7:09,44:19.5,Delayed,12.5,1,0,2.59,21.14
DL00361,O00377,D007,V051,H07,22/07/2024 23:59,06:00.4,OnTime,25.24,0,0,4.4,13.28
DL00362,O00460,D156,V012,H04,09/12/2024 18:44,57:19.4,OnTime,6.09,0,0,3.51,8.56
DL00363,O00710,D069,V090,H07,17/02/2025 14:58,44:29.4,OnTime,19.08,1,0,5,17.76
DL00364,O00277,D056,V014,H04,14/01/2024 1:45,12:31.9,OnTime,23.79,1,0,3.98,11.43
DL00365,O00861,D064,V012,H01,05/09/2025 9:13,38:01.1,OnTime,10.33,0,0,4.19,9.22
DL00366,O00910,D146,V095,H06,24/07/2025 4:05,38:55.4,OnTime,17.03,0,0,3.63,18.63
DL00367,O00575,D128,V106,H02,15/08/2025 7:04,10:40.3,Delayed,3.02,0,0,2.94,16.73
DL00368,O00474,D147,V067,H01,22/03/2025 20:07,20:56.4,OnTime,35.4,2,0,3.94,18.88
DL00369,O00366,D011,V044,H05,12/02/2024 22:37,15:16.5,Delayed,13.48,0,0,1.44,12.48
DL00370,O00902,D131,V021,H05,22/09/2024 21:11,17:24.3,Delayed,1.87,3,0,1.24,10.71
DL00371,O01079,D158,V069,H03,31/03/2024 8:45,18:08.7,OnTime,17.43,0,0,3.57,10.98
DL00372,O00300,D087,V090,H02,02/04/2024 1:57,31:19.6,OnTime,6.81,0,0,4.87,8.41
DL00373,O00282,D058,V081,H05,20/01/2024 6:39,38:53.2,Delayed,11.36,0,1,,23.6
DL00374,O00841,D090,V061,H01,26/09/2025 21:47,08:21.6,OnTime,23.47,5,0,3.73,14.32
DL00375,O00466,D102,V021,H05,07/01/2024 5:49,01:08.9,OnTime,22.12,1,0,4.22,17.86
DL00376,O01104,D090,V114,H04,21/09/2024 17:50,54:45.3,OnTime,6.72,0,0,4.51,5.92
DL00377,O00510,D075,V113,H07,23/11/2024 0:12,31:47.8,Failed,5.45,4,0,2.23,10.45
DL00378,O00070,D111,V037,H02,13/05/2025 23:09,42:14.1,Failed,7.92,0,0,2.14,7.93
DL00379,O01127,D018,V020,H02,17/03/2024 3:56,,OnTime,17.4,1,0,3.6,14.92
DL00380,O00120,D130,V106,H01,16/06/2024 4:55,04:33.1,OnTime,39.900000000000006,2,0,3.71,19.33
DL00381,O00488,D015,V005,H05,29/08/2025 19:57,45:13.0,OnTime,11.24,0,0,5,10.97
DL00382,O00141,D163,V021,H02,05/12/2024 21:45,24:17.0,OnTime,7.31,0,0,4.39,11.68
DL00383,O00846,D057,V017,H08,27/07/2025 23:24,19:36.3,Delayed,9.53,1,1,2.92,9.76
DL00384,O00618,D017,V054,H05,19/11/2025 13:06,27:52.0,Failed,14.52,4,0,2.82,10.94
DL00385,O00617,D123,V086,H08,30/03/2024 9:37,15:11.0,OnTime,17.51,1,0,4.44,14.04
DL00386,O00135,D144,V002,H05,25/04/2025 3:12,39:24.9,Failed,1.21,1,0,3.35,13.97
DL00387,O00274,D016,V017,H01,03/10/2025 21:33,40:35.9,Failed,11.96,0,0,2.85,11.86
DL00388,O00886,D088,V086,H05,11/12/2024 11:37,15:40.3,OnTime,10.71,1,0,4.64,9.36
DL00389,O00649,D054,V065,H01,02/03/2025 3:12,50:19.2,OnTime,12.41,1,0,4.57,12.55
DL00390,O01242,D013,V052,H02,08/09/2025 23:34,52:36.7,OnTime,12.86,0,0,4.75,11.06
DL00391,O00242,D119,V060,H06,05/11/2024 5:50,19:49.7,OnTime,20.65,0,0,3.63,15.9
DL00392,O00832,D063,V021,H04,06/06/2024 15:50,31:03.5,Delayed,4.77,1,1,1.15,12.67
DL00393,O01128,D108,V060,H04,12/03/2024 19:57,36:11.7,Failed,13.97,1,0,3.11,5.79
DL00394,O00718,D145,V079,H02,27/02/2025 4:58,05:30.4,OnTime,15.43,0,0,4.14,8.78
DL00395,O00219,D012,V072,H06,30/05/2024 2:33,15:54.4,OnTime,10.75,0,0,4.29,6.99
DL00396,O01093,D105,V063,H06,30/10/2024 0:23,36:43.4,OnTime,14.79,2,0,4.55,21.09
DL00397,O01199,D125,V049,H04,10/03/2024 16:57,12:57.1,Delayed,10.5,2,0,4.61,9.36
DL00398,O00671,D106,V099,H05,24/01/2025 17:36,28:38.0,Delayed,1.2,1,0,3.08,9.73
DL00399,O00966,D129,V107,H08,17/04/2025 0:14,46:22.8,Delayed,5.64,1,0,2.38,12.78
DL00400,O00867,D165,V037,H06,01/02/2024 22:23,40:14.6,Failed,25.59,2,0,2.48,16.84
DL00401,O00870,D067,V009,H08,27/10/2024 15:49,42:45.1,OnTime,10.23,0,0,4.47,6.79
DL00402,O00539,D037,V005,H03,04/12/2024 2:08,09:15.7,OnTime,10.83,0,0,5,9.69
DL00403,O00044,D131,V092,H07,02/11/2025 10:07,43:42.9,OnTime,11.6,1,0,4.58,13.74
DL00404,O00502,D049,V025,H02,03/04/2024 3:48,25:17.9,OnTime,7.84,0,0,3.14,11.38
DL00405,O00684,D052,V116,H01,24/11/2024 16:21,22:51.0,OnTime,12.83,0,0,,16.99
DL00406,O00720,D126,V006,H01,29/08/2024 21:02,33:10.6,OnTime,29.85,1,0,5,15.78
DL00407,O00598,D010,V068,H06,29/10/2025 1:00,58:05.1,OnTime,6.92,0,0,4.04,10.86
DL00408,O01019,D071,V057,H08,16/04/2024 1:49,58:04.4,OnTime,8.49,0,0,3.3,8.4
DL00409,O00348,D047,V094,H04,17/03/2025 0:31,30:00.0,OnTime,8.1,0,0,2.89,10.1
DL00410,O00249,D042,V004,H05,07/11/2024 21:14,32:06.1,Delayed,5.13,3,0,4.44,9.64
DL00411,O00108,D122,V065,H01,30/11/2024 15:03,46:22.8,OnTime,11.22,0,0,4.68,5.75
DL00412,O00156,D025,V114,H02,24/04/2024 8:07,40:54.1,OnTime,8.68,0,0,4.63,8.76
DL00413,O01077,D046,V035,H01,30/08/2024 0:32,34:46.1,Failed,6.34,1,0,4.22,10.75
DL00414,O00704,D002,V083,H02,12/03/2024 18:01,55:25.1,OnTime,8.47,1,0,5,14.75
DL00415,O01145,D116,V031,H03,22/02/2024 2:27,36:12.2,OnTime,13.31,0,0,4.23,10.05
DL00416,O00293,D067,V059,H04,09/04/2025 18:24,16:42.6,OnTime,4.61,1,0,4.01,10.53
DL00417,O00615,D054,V085,H04,08/02/2025 21:37,17:10.8,OnTime,13.05,0,0,4.08,18.58
DL00418,O00075,D167,V019,H06,02/11/2024 6:29,58:56.4,OnTime,4.73,1,0,5,10.5
DL00419,O00782,D043,V109,H06,17/04/2024 3:24,51:51.7,OnTime,12.37,0,0,5,12.37
DL00420,O00412,D093,V078,H05,08/10/2024 14:08,14:08.6,OnTime,10,0,0,4.12,9.3
DL00421,O00286,D026,V039,H02,05/07/2025 22:02,09:23.1,OnTime,17.73,1,0,4.49,8.92
DL00422,O01178,D135,V066,H01,13/01/2024 23:04,29:03.6,OnTime,14.18,0,0,4.88,10.37
DL00423,O01245,D113,V110,H05,05/10/2025 16:04,27:00.0,OnTime,22.080000000000002,1,0,4.11,10.84
DL00424,O00503,D061,V007,H08,18/08/2024 0:53,41:51.8,OnTime,8.14,1,0,5,14.49
DL00425,O00564,D070,V090,H04,03/09/2024 0:37,49:53.8,OnTime,13.09,1,0,4.82,4.86
DL00426,O00814,D150,V053,H05,26/03/2025 4:54,37:28.1,OnTime,12.88,1,0,4.57,19.14
DL00427,O00414,D165,V058,H07,05/04/2025 22:47,32:54.8,OnTime,9.53,0,0,3.92,9.98
DL00428,O00496,D109,V073,H07,17/06/2024 16:14,20:06.7,OnTime,10.72,0,0,4.32,7.53
DL00429,O00738,D030,V021,H07,28/11/2024 7:27,58:36.4,Delayed,41.94,3,1,2.92,21.55
DL00430,O00779,D025,V065,H01,25/07/2025 14:03,55:38.7,OnTime,12.92,0,0,5,11.78
DL00431,O00737,D164,V082,H01,14/03/2024 4:04,29:01.8,OnTime,10.56,1,0,4.7,16.33
DL00432,O00658,D119,V011,H05,24/07/2025 13:29,07:11.3,Failed,14.42,0,0,4.06,19.62
DL00433,O00148,D133,V056,H01,03/04/2025 23:41,45:53.7,OnTime,14.34,2,0,2.92,12.9
DL00434,O00395,D031,V063,H04,28/09/2024 10:53,08:55.5,Delayed,16.69,0,1,3.34,16.51
DL00435,O00198,D129,V087,H08,13/09/2024 18:46,25:00.8,OnTime,10.63,0,0,5,4.82
DL00436,O01063,D034,V076,H04,27/07/2024 22:20,09:31.7,OnTime,9.89,0,0,4,12.8
DL00437,O01223,D167,V120,H05,11/01/2025 0:36,06:30.1,OnTime,13.43,0,0,4.8,11.05
DL00438,O00992,D083,V078,H04,08/03/2024 16:52,52:27.9,Failed,27.82,1,0,3.12,15.69
DL00439,O00983,D117,V026,H07,20/08/2024 0:58,12:47.4,Delayed,13.81,1,1,3.68,19.27
DL00440,O00758,D028,V046,H03,26/02/2024 13:10,13:07.5,Delayed,10.74,4,0,3.54,9.77
DL00441,O00014,D141,V068,H01,25/08/2024 12:01,01:44.4,OnTime,8.82,0,0,4.7,7.36
DL00442,O01090,D150,V099,H02,11/09/2025 20:27,27:20.5,OnTime,8.63,1,0,4.98,6.69
DL00443,O01170,D070,V097,H06,01/01/2024 8:44,11:11.6,OnTime,3.65,0,0,3.34,12.85
DL00444,O01221,D017,V109,H05,13/04/2024 9:44,35:05.6,Failed,11.43,0,0,3,9.78
DL00445,O00055,D074,V008,H03,31/05/2025 2:19,24:33.5,Delayed,37.019999999999996,0,0,3.55,21.88
DL00446,O00903,D002,V069,H07,21/10/2025 1:25,22:35.3,Delayed,8.25,1,0,2.26,10.76
DL00447,O00812,D070,V043,H01,12/04/2025 19:06,08:07.9,OnTime,9.36,1,0,4.55,9.47
DL00448,O01033,D101,V108,H03,30/08/2024 13:56,47:00.0,OnTime,11.14,0,0,4.65,14.25
DL00449,O00454,D047,V025,H07,15/04/2025 3:39,29:42.0,OnTime,14.65,0,0,4.58,12.62
DL00450,O01161,D049,V108,H06,17/05/2025 4:32,37:48.9,Failed,10.61,1,0,3.99,12.55
DL00451,O01188,D145,V114,H01,25/06/2024 12:25,45:53.5,OnTime,11.19,0,0,3.58,14.22
DL00452,O00468,D125,V051,H01,29/03/2024 12:52,01:48.8,OnTime,8.52,1,0,3.65,12.49
DL00453,O00248,D130,V007,H06,22/03/2024 18:52,50:03.8,OnTime,11.9,1,0,,8.88
DL00454,O00408,D102,V088,H04,14/09/2024 14:20,01:49.7,OnTime,8.57,0,0,3.94,18.59
DL00455,O00914,D094,V098,H01,12/04/2024 8:41,45:47.3,OnTime,10.3,1,0,4.14,7
DL00456,O00157,D037,V035,H02,16/09/2024 20:38,39:02.6,OnTime,26.36,0,0,4.83,10.84
DL00457,O00092,D110,V099,H06,24/04/2025 17:52,46:39.6,OnTime,14.85,2,0,4.55,10.8
DL00458,O00172,D109,V119,H05,17/01/2025 19:21,08:30.4,Delayed,6.39,0,0,3.34,10.15
DL00459,O00831,D005,V084,H01,27/02/2025 9:04,44:33.7,Failed,9.02,2,0,2.73,7.17
DL00460,O00522,D026,V103,H05,09/02/2024 11:26,31:24.4,OnTime,14.04,1,0,3.86,13.03
DL00461,O00862,D089,V006,H08,29/01/2025 15:08,46:22.8,OnTime,18.99,0,0,4.06,16.11
DL00462,O00099,D131,V058,H04,04/10/2025 22:47,13:05.6,OnTime,16.049999999999997,4,0,4.99,15.19
DL00463,O00271,D102,V023,H07,17/09/2025 0:16,09:39.9,OnTime,8.97,0,0,3.56,12.95
DL00464,O01124,D017,V016,H04,02/05/2024 17:53,40:27.6,OnTime,16.51,0,0,3.76,9.45
DL00465,O00820,D080,V074,H08,01/05/2024 18:26,52:34.4,OnTime,11.27,0,0,4.84,13.89
DL00466,O00183,D098,V007,H01,02/09/2024 14:06,58:40.2,OnTime,3.81,0,0,5,10.68
DL00467,O00511,D078,V067,H05,06/06/2024 11:55,33:53.9,OnTime,14.94,1,0,3.76,7.49
DL00468,O00519,D150,V022,H03,20/04/2025 6:37,10:00.0,OnTime,19.78,0,0,3.78,19.89
DL00469,O00458,D027,V042,H03,10/04/2025 3:03,15:10.5,Delayed,12.11,0,0,3.8,16.42
DL00470,O00562,D004,V120,H08,21/07/2024 10:43,49:27.7,OnTime,3.36,2,0,3.97,13.27
DL00471,O01049,D088,V068,H01,17/10/2025 8:34,06:53.6,OnTime,17.09,1,0,4.21,16.47
DL00472,O00042,D113,V046,H01,01/12/2025 19:10,16:03.1,Delayed,10.28,0,0,3.59,5.13
DL00473,O00180,D105,V071,H07,29/12/2024 8:17,50:08.1,OnTime,14.15,7,0,4.01,6.22
DL00474,O00067,D004,V017,H04,25/02/2025 3:48,16:14.0,OnTime,2.66,0,0,4.36,9.21
DL00475,O01121,D074,V027,H07,03/06/2024 8:50,50:35.4,OnTime,3.63,2,0,4.29,9.74
DL00476,O00849,D094,V035,H07,06/05/2024 0:48,59:17.1,Delayed,15.93,1,0,4.07,10.87
DL00477,O00613,D162,V002,H03,02/12/2025 22:57,47:11.6,Delayed,25.16,1,0,,23.03
DL00478,O00947,D133,V109,H05,31/01/2024 17:32,51:28.2,Delayed,9.6,2,0,1.46,11.77
DL00479,O00533,D091,V047,H01,03/11/2024 2:54,36:46.3,Delayed,3.46,0,0,1,14.35
DL00480,O00978,D119,V044,H07,11/09/2025 7:01,49:05.3,OnTime,24.44,0,0,4.53,8.9
DL00481,O01095,D077,V086,H04,14/03/2024 17:15,29:07.9,OnTime,16.16,1,0,3.89,22.66
DL00482,O00777,D141,V118,H02,19/10/2025 0:12,22:41.2,Failed,11.35,1,1,2.32,18.23
DL00483,O00036,D135,V017,H06,06/11/2024 5:51,52:01.1,Delayed,8.41,0,1,4.57,9.29
DL00484,O00437,D144,V079,H02,25/09/2025 7:59,47:34.7,OnTime,21.25,2,0,3.95,12.17
DL00485,O00449,D121,V061,H03,08/06/2025 3:10,22:24.2,OnTime,16.11,1,0,1.99,12.64
DL00486,O00306,D052,V114,H01,14/06/2024 17:09,57:57.2,Failed,14.52,0,1,4.61,14.81
DL00487,O01111,D054,V027,H03,15/11/2024 0:10,17:33.7,OnTime,12.36,0,0,4.26,12.09
DL00488,O01053,D038,V014,H08,23/10/2025 3:57,18:12.1,OnTime,3.33,0,0,,10.75
DL00489,O00911,D130,V112,H02,20/05/2025 23:09,26:05.2,OnTime,12.53,1,0,3.28,16.53
DL00490,O00701,D039,V035,H04,15/12/2025 21:19,49:17.2,Failed,1.65,1,0,4.24,10.31
DL00491,O00181,D124,V113,H08,16/12/2024 2:36,51:28.7,OnTime,33.46,3,0,4.46,16.73
DL00492,O00035,D100,V108,H06,14/06/2024 15:50,51:47.0,Failed,9.55,0,0,1.99,9.2
DL00493,O00803,D017,V070,H03,09/08/2025 20:37,43:05.3,OnTime,4.68,0,0,4.83,11.06
DL00494,O00322,D072,V058,H08,11/03/2025 22:48,38:13.8,OnTime,14.05,2,0,4.29,11.2
DL00495,O01189,D129,V006,H05,23/05/2024 1:38,12:11.7,OnTime,33.39,2,0,4.94,19.23
DL00496,O00622,D142,V102,H02,23/04/2024 18:22,12:08.3,OnTime,7.97,2,0,4.18,11.59
DL00497,O00192,D083,V116,H08,18/08/2025 14:17,34:36.2,Failed,12.14,1,0,3.23,11.88
